name,unit,ea5ccbc7fd64d270b2972293f942575bc9f7cd0d
foundation.morphisms-binary-relations,ms,35
univalent-combinatorics.latin-squares,ms,35
foundation.morphisms-twisted-arrows,ms,35
foundation.similarity-preserving-maps-large-similarity-relations,ms,35
graph-theory.dependent-directed-graphs,ms,35
elementary-number-theory.multiplication-nonpositive-rational-numbers,ms,35
foundation.functoriality-sequential-limits,ms,35
elementary-number-theory.minima-and-maxima-rational-numbers,ms,35
foundation.copartial-elements,ms,35
linear-algebra.subsets-left-modules-commutative-rings,ms,34
species.precategory-of-finite-species,ms,34
foundation.cospan-diagrams,ms,34
graph-theory.paths-undirected-graphs,ms,34
graph-theory.terminal-reflexive-graphs,ms,34
foundation.effective-maps-equivalence-relations,ms,34
elementary-number-theory.inequality-conatural-numbers,ms,34
foundation.smallness-cumulative-large-sets,ms,34
set-theory.infinite-sets,ms,34
foundation.universe-levels,ms,34
category-theory.representable-functors-categories,ms,34
linear-algebra.finite-sequences-in-semigroups,ms,34
real-numbers.finitely-enumerable-subsets-real-numbers,ms,34
real-numbers.rational-lower-dedekind-real-numbers,ms,34
elementary-number-theory.squares-modular-arithmetic,ms,34
foundation.cospans,ms,34
foundation.coinhabited-pairs-of-types,ms,33
metric-spaces.metric-space-of-isometries-metric-spaces,ms,33
foundation.families-of-equivalences,ms,33
commutative-algebra.zariski-topology,ms,33
foundation.standard-apartness-relations,ms,33
foundation.endomorphisms,ms,33
logic,ms,33
real-numbers.short-map-binary-minimum-real-numbers,ms,33
graph-theory.discrete-reflexive-graphs,ms,33
functional-analysis.sums-of-finite-sequences-of-elements-real-banach-spaces,ms,33
elementary-number-theory.maximum-positive-rational-numbers,ms,33
category-theory.equivalences-of-precategories,ms,33
foundation.small-types,ms,33
group-theory.transitive-group-actions,ms,33
lists,ms,33
foundation.binary-relations-with-extensions,ms,33
univalent-combinatorics.counting-maybe,ms,33
higher-group-theory.conjugation,ms,33
graph-theory.base-change-dependent-directed-graphs,ms,32
foundation.binary-relations-with-lifts,ms,32
linear-algebra.symmetric-bilinear-forms-real-vector-spaces,ms,32
order-theory.upper-bounds-chains-posets,ms,32
synthetic-homotopy-theory.sequential-diagrams,ms,32
logic.markovs-principle,ms,32
foundation.inverse-sequential-diagrams,ms,32
globular-types.points-globular-types,ms,32
synthetic-homotopy-theory.0-acyclic-types,ms,32
elementary-number-theory.addition-nonnegative-rational-numbers,ms,32
set-theory.cantor-space,ms,32
foundation.multivariable-sections,ms,32
metric-spaces.metric-space-of-lipschitz-maps-metric-spaces,ms,32
metric-spaces.compact-metric-spaces,ms,32
group-theory.surjective-semigroup-homomorphisms,ms,32
structured-types.noncoherent-h-spaces,ms,32
group-theory.opposite-groups,ms,32
group-theory.trivial-concrete-groups,ms,32
real-numbers.increasing-sequences-real-numbers,ms,31
univalent-combinatorics.petri-nets,ms,31
foundation.large-equivalence-relations,ms,31
lists.concatenation-tuples,ms,31
univalent-combinatorics.orientations-cubes,ms,31
group-theory.subsets-abelian-groups,ms,31
foundation.lawveres-fixed-point-theorem,ms,31
foundation.dependent-products-large-equivalence-relations,ms,31
elementary-number-theory.inclusion-natural-numbers-conatural-numbers,ms,31
analysis.complete-metric-abelian-groups,ms,31
univalent-combinatorics.main-classes-of-latin-squares,ms,31
elementary-number-theory.legendre-symbol,ms,31
species.hasse-weil-species,ms,31
ring-theory.idempotent-elements-rings,ms,31
synthetic-homotopy-theory.loop-homotopy-circle,ms,31
structured-types.wild-quasigroups,ms,31
foundation.reflexive-relations,ms,31
order-theory.strict-preorders,ms,31
graph-theory.reflexive-graphs,ms,31
order-theory.decreasing-sequences-posets,ms,31
spectral-theory.eigenvalues-eigenelements-linear-endomaps-left-modules-commutative-rings,ms,31
globular-types.fibers-globular-maps,ms,30
structured-types.pointed-dependent-functions,ms,30
elementary-number-theory.taxicab-numbers,ms,30
group-theory.monomorphisms-concrete-groups,ms,30
order-theory.reflective-galois-connections-large-posets,ms,30
globular-types.pointwise-extensions-binary-families-reflexive-globular-types,ms,30
trees.elementhood-relation-w-types,ms,30
structured-types.magmas,ms,30
synthetic-category-theory.sections-synthetic-categories,ms,30
foundation-core.dependent-identifications,ms,30
graph-theory.vertex-covers,ms,30
category-theory.rigid-objects-precategories,ms,30
elementary-number-theory.decidable-dependent-function-types,ms,30
elementary-number-theory.relatively-prime-integers,ms,30
modal-type-theory.action-on-homotopies-flat-modality,ms,29
species.equivalences-species-of-types-in-subuniverses,ms,29
orthogonal-factorization-systems.lifting-operations,ms,29
graph-theory.terminal-directed-graphs,ms,29
foundation.dependent-products-cumulative-large-sets,ms,29
graph-theory.stereoisomerism-enriched-undirected-graphs,ms,29
higher-group-theory.abelian-higher-groups,ms,29
real-numbers.large-multiplicative-monoid-of-real-numbers,ms,29
group-theory.mere-equivalences-group-actions,ms,29
linear-algebra.diagonal-matrices-on-rings,ms,29
analysis.nonnegative-series-real-numbers,ms,29
order-theory.closed-interval-preserving-maps-total-orders,ms,29
linear-algebra.subspaces-vector-spaces,ms,29
group-theory.large-function-monoids,ms,29
foundation.mere-functions,ms,29
foundation.multisubsets,ms,29
modal-type-theory.functoriality-sharp-modality,ms,29
real-numbers.addition-nonzero-real-numbers,ms,29
foundation.coherently-idempotent-maps,ms,29
group-theory.opposite-semigroups,ms,29
group-theory.trivial-subgroups,ms,29
elementary-number-theory.ordinal-induction-natural-numbers,ms,29
group-theory.elements-of-finite-order-groups,ms,28
univalent-combinatorics.standard-finite-trees,ms,28
ring-theory.invariant-basis-property-rings,ms,28
category-theory.extensions-of-functors-precategories,ms,28
univalent-combinatorics.quotients-finite-types,ms,28
elementary-number-theory.standard-cyclic-groups,ms,28
group-theory.products-of-elements-monoids,ms,28
orthogonal-factorization-systems.locally-small-modal-operators,ms,28
foundation.partial-functions,ms,28
commutative-algebra.nilradicals-commutative-semirings,ms,28
foundation.iterating-involutions,ms,28
structured-types.pointed-unit-type,ms,28
order-theory.bottom-elements-large-posets,ms,28
synthetic-homotopy-theory.suspension-prespectra,ms,28
real-numbers.extensionality-multiplication-bilinear-form-real-numbers,ms,28
foundation.kernel-span-diagrams-of-maps,ms,28
elementary-number-theory.multiplication-lists-of-natural-numbers,ms,28
group-theory.precategory-of-monoids,ms,28
real-numbers.decreasing-sequences-real-numbers,ms,28
elementary-number-theory.inequality-nonnegative-rational-numbers,ms,28
foundation.automorphisms,ms,28
finite-group-theory,ms,28
foundation.maps-in-subuniverses,ms,28
univalent-combinatorics.steiner-systems,ms,28
synthetic-homotopy-theory.whitehead-principle-types,ms,28
synthetic-homotopy-theory.homotopy-groups,ms,28
linear-algebra.scalar-multiplication-linear-maps-vector-spaces,ms,27
group-theory.function-semigroups,ms,27
elementary-number-theory.positive-conatural-numbers,ms,27
set-theory,ms,27
foundation.binary-equivalences,ms,27
synthetic-homotopy-theory.iterated-loop-spaces,ms,27
category-theory.coslice-precategories,ms,27
elementary-number-theory.group-of-integers,ms,27
foundation.homotopy-preorder-of-types,ms,27
metric-spaces.metric-space-of-uniformly-continuous-maps-metric-spaces,ms,27
order-theory.lower-types-preorders,ms,27
group-theory.large-function-groups,ms,27
logic.intersections-double-negation-stable-subtypes,ms,27
metric-spaces.maps-metric-spaces,ms,27
group-theory.normal-subgroups-concrete-groups,ms,27
elementary-number-theory.dirichlet-convolution,ms,27
globular-types.pointwise-extensions-families-reflexive-globular-types,ms,27
globular-types.sections-dependent-globular-types,ms,26
group-theory.concrete-monoids,ms,26
structured-types.faithful-pointed-maps,ms,26
linear-algebra.difference-linear-maps-left-modules-rings,ms,26
set-theory.cardinals,ms,26
structured-types.sets-equipped-with-automorphisms,ms,26
ring-theory.precategory-of-rings,ms,26
real-numbers.saturation-inequality-nonnegative-real-numbers,ms,26
metric-spaces.reflexive-rational-neighborhood-relations,ms,26
metric-spaces.metric-space-of-short-maps-metric-spaces,ms,26
elementary-number-theory.strict-inequality-nonnegative-rational-numbers,ms,26
logic.complements-double-negation-stable-subtypes,ms,26
elementary-number-theory.zero-conatural-numbers,ms,26
orthogonal-factorization-systems.raise-modalities,ms,26
synthetic-homotopy-theory.suspensions-of-pointed-types,ms,26
higher-group-theory.higher-group-actions,ms,26
foundation.discrete-binary-relations,ms,26
linear-algebra.difference-linear-maps-left-modules-commutative-rings,ms,26
lists.sequences,ms,26
globular-types.pointwise-extensions-binary-families-globular-types,ms,26
order-theory.coverings-locales,ms,26
linear-algebra.precategory-of-left-modules-rings,ms,26
trees.lower-types-w-types,ms,26
linear-algebra.kernels-linear-maps-vector-spaces,ms,26
graph-theory.trails-directed-graphs,ms,26
elementary-number-theory.closed-interval-preserving-maps-rational-numbers,ms,25
species.cartesian-products-species-of-types,ms,25
elementary-number-theory.decidable-total-order-natural-numbers,ms,25
group-theory.subsets-groups,ms,25
reflection.rewriting,ms,25
foundation-core.law-of-excluded-middle,ms,25
foundation.evaluation-functions,ms,25
group-theory.perfect-subgroups,ms,25
higher-group-theory.cyclic-higher-groups,ms,25
species.species-of-types,ms,25
group-theory.exponents-groups,ms,25
higher-group-theory.trivial-higher-groups,ms,25
foundation.composite-maps-in-inverse-sequential-diagrams,ms,25
reflection.metavariables,ms,25
univalent-combinatorics.coproducts-inhabited-finite-types,ms,25
elementary-number-theory.multiplicative-monoid-of-rational-numbers,ms,25
group-theory.orbit-stabilizer-theorem-concrete-groups,ms,25
univalent-combinatorics.small-types,ms,25
species,ms,25
group-theory.precategory-of-concrete-groups,ms,25
literature.oeis,ms,25
foundation.constant-span-diagrams,ms,25
real-numbers.addition-positive-and-negative-real-numbers,ms,25
analysis,ms,25
foundation.principle-of-omniscience,ms,25
commutative-algebra.dependent-products-unital-associative-algebras-commutative-rings,ms,25
ring-theory.opposite-rings,ms,25
foundation.dubuc-penon-compact-types,ms,25
ring-theory.radical-ideals-rings,ms,25
foundation.discrete-reflexive-relations,ms,25
graph-theory.mere-equivalences-undirected-graphs,ms,25
trees.multisets,ms,24
foundation.disjoint-subtypes,ms,24
category-theory.essential-fibers-of-functors-precategories,ms,24
elementary-number-theory.euclid-mullin-sequence,ms,24
ring-theory.partial-sums-sequences-semirings,ms,24
graph-theory.eulerian-circuits-undirected-graphs,ms,24
order-theory.closed-interval-preserving-maps-posets,ms,24
foundation.hilberts-epsilon-operators,ms,24
universal-algebra.signatures,ms,24
group-theory.shriek-concrete-group-actions,ms,24
elementary-number-theory.negation-closed-intervals-rational-numbers,ms,24
elementary-number-theory.field-of-rational-numbers,ms,24
species.dirichlet-series-species-of-types-in-subuniverses,ms,24
foundation.globular-type-of-functions,ms,24
foundation.operations-spans-families-of-types,ms,24
metric-spaces.monotonic-rational-neighborhood-relations,ms,24
foundation.uniqueness-truncation,ms,24
foundation.dependent-binary-homotopies,ms,24
foundation-core.precomposition-dependent-functions,ms,24
group-theory.central-elements-monoids,ms,23
group-theory.concrete-group-actions,ms,23
graph-theory.regular-undirected-graphs,ms,23
metric-spaces.precategory-of-metric-spaces-and-maps,ms,23
graph-theory.voltage-graphs,ms,23
synthetic-homotopy-theory.spheres,ms,23
real-numbers.limits-of-endomaps-real-numbers,ms,23
globular-types.pointwise-extensions-families-globular-types,ms,23
orthogonal-factorization-systems.identity-modality,ms,23
real-numbers.nonpositive-real-numbers,ms,23
foundation.sigma-closed-subuniverses,ms,23
globular-types.discrete-globular-types,ms,23
spectral-theory.eigenvalues-eigenvectors-linear-endomaps-vector-spaces,ms,23
foundation.global-choice,ms,23
species.unlabeled-structures-species,ms,22
elementary-number-theory.decidable-total-order-standard-finite-types,ms,22
ring-theory.precategory-of-semirings,ms,22
graph-theory.orientations-undirected-graphs,ms,22
foundation.action-on-identifications-dependent-functions,ms,22
trees.submultisets,ms,22
finite-group-theory.alternating-groups,ms,22
foundation-core.endomorphisms,ms,22
metric-spaces.symmetric-rational-neighborhood-relations,ms,22
orthogonal-factorization-systems.cd-structures,ms,22
elementary-number-theory.collatz-bijection,ms,22
foundation.dependent-function-types,ms,22
type-theories,ms,22
foundation.spans-families-of-types,ms,22
order-theory.precategory-of-decidable-total-orders,ms,21
foundation.finitely-coherently-invertible-maps,ms,21
species.dirichlet-series-species-of-finite-inhabited-types,ms,21
structured-types.wild-semigroups,ms,21
order-theory.lower-sets-large-posets,ms,21
order-theory.locally-finite-posets,ms,21
foundation.morphisms-coalgebras-maybe,ms,21
spectral-theory.eigenspaces-linear-endomaps-vector-spaces,ms,21
graph-theory.discrete-dependent-reflexive-graphs,ms,21
foundation.dependent-products-large-similarity-relations,ms,21
real-numbers.local-ring-of-real-numbers,ms,21
elementary-number-theory.archimedean-property-natural-numbers,ms,21
trees.coalgebra-of-directed-trees,ms,21
order-theory.precategory-of-inhabited-finite-total-orders,ms,21
order-theory.precategory-of-total-orders,ms,21
foundation.separated-types-subuniverses,ms,21
structured-types.constant-pointed-maps,ms,21
metric-spaces.action-on-cauchy-sequences-short-maps-metric-spaces,ms,20
group-theory.furstenberg-groups,ms,20
elementary-number-theory.jacobi-symbol,ms,20
finite-algebra,ms,20
elementary-number-theory.infinite-conatural-numbers,ms,20
order-theory.precategory-of-finite-total-orders,ms,20
foundation.dependent-epimorphisms-with-respect-to-truncated-types,ms,20
organic-chemistry.alkenes,ms,20
globular-types.binary-globular-maps,ms,20
finite-group-theory.alternating-concrete-groups,ms,20
elementary-number-theory.decidable-total-order-rational-numbers,ms,20
elementary-number-theory.metric-additive-group-of-rational-numbers,ms,20
elementary-number-theory.catalan-numbers,ms,20
higher-group-theory.iterated-deloopings-of-pointed-types,ms,20
category-theory.discrete-categories,ms,20
metric-spaces.maps-pseudometric-spaces,ms,20
order-theory.precategory-of-finite-posets,ms,20
foundation.permutations-spans-families-of-types,ms,20
foundation.binary-equivalences-unordered-pairs-of-types,ms,20
species.equivalences-species-of-types,ms,20
real-numbers.uniformly-continuous-endomaps-real-numbers,ms,20
foundation.products-binary-relations,ms,20
complex-numbers,ms,20
structured-types.types-equipped-with-automorphisms,ms,20
group-theory.sheargroups,ms,20
category-theory.equivalences-of-large-precategories,ms,20
commutative-algebra.precategory-of-commutative-rings,ms,19
graph-theory.connected-undirected-graphs,ms,19
elementary-number-theory.powers-integers,ms,19
foundation.truncation-modalities,ms,19
structured-types.opposite-pointed-spans,ms,19
modal-type-theory.sharp-codiscrete-maps,ms,19
synthetic-homotopy-theory.mere-spheres,ms,19
order-theory.top-elements-large-posets,ms,19
foundation.double-arrows,ms,19
order-theory.ideals-preorders,ms,19
higher-group-theory,ms,19
foundation.multivariable-decidable-relations,ms,19
order-theory.bottom-elements-preorders,ms,19
elementary-number-theory.positive-closed-intervals-rational-numbers,ms,19
ring-theory.free-rings-with-one-generator,ms,19
univalent-combinatorics.involution-standard-finite-types,ms,19
elementary-number-theory.decidable-total-order-integers,ms,19
foundation-core.torsorial-type-families,ms,19
orthogonal-factorization-systems.types-separated-at-maps,ms,19
synthetic-homotopy-theory.infinite-complex-projective-space,ms,19
structured-types.involutive-types,ms,18
structured-types.morphisms-magmas,ms,18
linear-algebra.constant-tuples,ms,18
elementary-number-theory.hardy-ramanujan-number,ms,18
reflection.boolean-reflection,ms,18
group-theory.stabilizer-groups,ms,18
foundation.replacement,ms,18
order-theory.cofinal-maps-posets,ms,18
trees.coalgebra-of-enriched-directed-trees,ms,18
group-theory.exponents-abelian-groups,ms,18
trees.coalgebras-polynomial-endofunctors,ms,18
foundation.finitely-coherent-equivalences,ms,18
organic-chemistry.alkynes,ms,18
group-theory.orbits-group-actions,ms,18
real-numbers.modulated-cauchy-sequences-real-numbers,ms,18
analysis.series-complete-metric-abelian-groups,ms,18
group-theory.principal-group-actions,ms,18
ring-theory.characteristics-rings,ms,18
order-theory.incidence-algebras,ms,18
foundation.total-partial-functions,ms,18
group-theory.precategory-of-commutative-monoids,ms,18
synthetic-homotopy-theory.morphisms-descent-data-circle,ms,18
metric-spaces.images-metric-spaces,ms,18
elementary-number-theory.collatz-conjecture,ms,18
modal-type-theory,ms,18
group-theory.precategory-of-groups,ms,18
elementary-number-theory.upper-bounds-natural-numbers,ms,18
order-theory.coinitial-maps-posets,ms,18
group-theory.perfect-cores,ms,18
category-theory.commuting-squares-of-morphisms-in-set-magmoids,ms,18
elementary-number-theory.interior-closed-intervals-rational-numbers,ms,18
category-theory.equivalences-of-categories,ms,17
foundation.product-decompositions,ms,17
synthetic-homotopy-theory.left-half-smash-products,ms,17
commutative-algebra.function-algebras-commutative-rings,ms,17
trees.planar-binary-trees,ms,17
structured-types.fibers-of-pointed-maps,ms,17
foundation.spans,ms,17
linear-algebra.linear-forms-left-modules-commutative-rings,ms,17
elementary-number-theory.eulers-totient-function,ms,17
analysis.sequences-metric-abelian-groups,ms,17
elementary-number-theory.monoid-of-natural-numbers-with-addition,ms,17
elementary-number-theory.goldbach-conjecture,ms,17
real-numbers.located-metric-space-of-real-numbers,ms,17
ring-theory.division-rings,ms,17
trees.rooted-quasitrees,ms,17
elementary-number-theory.proper-closed-intervals-rational-numbers,ms,17
elementary-number-theory.negative-closed-intervals-rational-numbers,ms,17
commutative-algebra.precategory-of-commutative-semirings,ms,17
reflection.fixity,ms,17
lists.predicates-on-lists,ms,17
set-theory.uncountable-sets,ms,17
real-numbers.strict-inequality-positive-real-numbers,ms,17
group-theory.large-function-abelian-groups,ms,17
metric-spaces.metric-space-of-convergent-sequences-metric-spaces,ms,16
order-theory.upper-sets-large-posets,ms,16
modal-type-theory.dependent-universal-property-flat-discrete-crisp-types,ms,16
synthetic-homotopy-theory.sequentially-compact-types,ms,16
orthogonal-factorization-systems.double-lifts-families-of-elements,ms,16
foundation.partial-elements,ms,16
foundation-core.cartesian-product-types,ms,16
group-theory.perfect-groups,ms,16
universal-algebra.abstract-equations-over-signatures,ms,16
group-theory.e8-lattice,ms,16
foundation.dependent-epimorphisms,ms,16
real-numbers.inequality-positive-real-numbers,ms,16
elementary-number-theory.multiplicative-monoid-of-nonnegative-rational-numbers,ms,16
orthogonal-factorization-systems.zero-modality,ms,16
real-numbers.irrational-real-numbers,ms,16
reflection.names,ms,16
group-theory.large-function-commutative-monoids,ms,16
foundation.span-diagrams-families-of-types,ms,16
structured-types.transposition-pointed-span-diagrams,ms,16
linear-algebra.dependent-products-left-modules-commutative-rings,ms,16
foundation.transposition-span-diagrams,ms,15
commutative-algebra.large-function-commutative-rings,ms,15
primitives.floats,ms,15
higher-group-theory.symmetric-higher-groups,ms,15
ring-theory.generating-elements-rings,ms,15
elementary-number-theory.cubes-natural-numbers,ms,15
structured-types.universal-property-pointed-equivalences,ms,15
modal-type-theory.crisp-law-of-excluded-middle,ms,15
univalent-combinatorics.maybe,ms,15
foundation.identity-truncated-types,ms,15
category-theory.commuting-triangles-of-morphisms-in-precategories,ms,15
foundation.opposite-spans,ms,15
ring-theory.homomorphisms-ring-extensions-rational-numbers,ms,15
elementary-number-theory.half-integers,ms,15
foundation.law-of-excluded-middle,ms,15
species.unit-cauchy-composition-species-of-types-in-subuniverses,ms,15
linear-algebra.functoriality-matrices,ms,15
foundation.truncation-levels,ms,15
group-theory.generating-sets-groups,ms,15
structured-types.cartesian-products-types-equipped-with-endomorphisms,ms,15
category-theory.commuting-triangles-of-morphisms-in-set-magmoids,ms,15
foundation.bands,ms,14
foundation.multivariable-relations,ms,14
group-theory.orbits-concrete-group-actions,ms,14
foundation.action-on-identifications-binary-dependent-functions,ms,14
metric-spaces.metric-space-of-sequences-metric-spaces,ms,14
elementary-number-theory.mersenne-primes,ms,14
graph-theory.hypergraphs,ms,14
foundation.function-large-binary-relations,ms,14
group-theory.unordered-tuples-in-commutative-monoids,ms,14
foundation-core.coproduct-types,ms,14
trees.algebras-polynomial-endofunctors,ms,14
group-theory.precategory-of-semigroups,ms,14
category-theory.complete-precategories,ms,14
foundation.functoriality-disjunction,ms,14
foundation.products-of-tuples-of-types,ms,14
elementary-number-theory.multiplicative-monoid-of-natural-numbers,ms,14
structured-types.types-equipped-with-endomorphisms,ms,14
group-theory.dihedral-groups,ms,14
structured-types.symmetric-elements-involutive-types,ms,14
synthetic-homotopy-theory.join-powers-of-types,ms,13
foundation.binary-dependent-identifications,ms,13
structured-types.symmetric-h-spaces,ms,13
orthogonal-factorization-systems.cellular-maps,ms,13
foundation.sorial-type-families,ms,13
species.species-of-finite-types,ms,13
linear-algebra.precategory-of-left-modules-commutative-rings,ms,13
linear-algebra.precategory-of-vector-spaces,ms,13
orthogonal-factorization-systems.sigma-closed-modalities,ms,13
commutative-algebra.boolean-rings,ms,13
foundation-core.discrete-types,ms,13
structured-types.contractible-pointed-types,ms,13
reflection.arguments,ms,13
elementary-number-theory.fermat-numbers,ms,13
species.cycle-index-series-species-of-types,ms,13
lists.partial-sequences,ms,13
species.cauchy-products-species-of-types,ms,13
structured-types.pointed-families-of-types,ms,13
primitives.strings,ms,13
universal-algebra,ms,13
foundation.terminal-spans-families-of-types,ms,13
globular-types.points-reflexive-globular-types,ms,13
foundation.proper-subtypes,ms,12
foundation.0-images-of-maps,ms,12
trees.transitive-multisets,ms,12
globular-types.composition-structure-globular-types,ms,12
graph-theory.directed-graph-structures-on-standard-finite-sets,ms,12
structured-types.iterated-pointed-cartesian-product-types,ms,12
foundation.families-over-telescopes,ms,12
reflection,ms,12
foundation.transposition-cospan-diagrams,ms,12
higher-group-theory.deloopable-groups,ms,12
foundation.strongly-extensional-maps,ms,12
group-theory.large-function-semigroups,ms,12
higher-group-theory.integers-higher-group,ms,12
structured-types.product-magmas,ms,12
foundation.opposite-cospans,ms,12
graph-theory.complete-undirected-graphs,ms,12
universal-algebra.algebraic-theories,ms,12
globular-types.discrete-dependent-reflexive-globular-types,ms,12
foundation.dependent-products-subtypes,ms,12
graph-theory.cycles-undirected-graphs,ms,12
graph-theory.closed-walks-undirected-graphs,ms,12
globular-types.terminal-globular-types,ms,12
foundation.parametricity-axiom,ms,12
higher-group-theory.orbits-higher-group-actions,ms,12
orthogonal-factorization-systems.sigma-closed-reflective-modalities,ms,12
elementary-number-theory.retracts-of-natural-numbers,ms,12
graph-theory.circuits-undirected-graphs,ms,11
structured-types.central-h-spaces,ms,11
metric-spaces.sequences-metric-spaces,ms,11
foundation.coalgebras-maybe,ms,11
synthetic-homotopy-theory.category-of-connected-set-bundles-circle,ms,11
structured-types.pointed-dependent-pair-types,ms,11
foundation.2-types,ms,11
graph-theory.undirected-graph-structures-on-standard-finite-sets,ms,11
trees.multiset-indexed-dependent-products-of-types,ms,11
organic-chemistry.alkanes,ms,11
elementary-number-theory.bell-numbers,ms,11
univalent-combinatorics.standard-finite-pruned-trees,ms,11
structured-types.function-magmas,ms,11
graph-theory.large-reflexive-graphs,ms,11
elementary-number-theory.twin-prime-conjecture,ms,11
higher-group-theory.deloopable-h-spaces,ms,11
foundation.function-large-equivalence-relations,ms,11
foundation.truncated-equality,ms,11
species.products-dirichlet-series-species-of-finite-inhabited-types,ms,11
species.dirichlet-series-species-of-types,ms,11
group-theory.substitution-functor-concrete-group-actions,ms,11
wild-category-theory,ms,11
species.dirichlet-products-species-of-types,ms,11
commutative-algebra.homomorphisms-heyting-fields,ms,11
foundation.large-homotopies,ms,11
orthogonal-factorization-systems.reflective-modalities,ms,11
functional-analysis,ms,11
trees.indexed-w-types,ms,11
elementary-number-theory.pythagorean-triples,ms,11
synthetic-category-theory,ms,11
species.species-of-finite-inhabited-types,ms,11
univalent-combinatorics.bracelets,ms,11
linear-algebra.multiplication-matrices,ms,11
structured-types.pointed-types,ms,10
real-numbers.metric-space-of-nonnegative-real-numbers,ms,10
elementary-number-theory.universal-property-conatural-numbers,ms,10
elementary-number-theory.square-free-natural-numbers,ms,10
linear-algebra.scalar-multiplication-tuples,ms,10
elementary-number-theory.falling-factorials,ms,10
graph-theory.acyclic-undirected-graphs,ms,10
primitives.machine-integers,ms,10
domain-theory,ms,10
reflection.literals,ms,10
synthetic-homotopy-theory.infinite-real-projective-space,ms,10
orthogonal-factorization-systems.stable-orthogonal-factorization-systems,ms,10
synthetic-homotopy-theory.sphere-prespectrum,ms,10
structured-types.postcomposition-pointed-maps,ms,10
group-theory.isomorphisms-concrete-groups,ms,10
foundation.function-large-similarity-relations,ms,10
elementary-number-theory.arithmetic-functions,ms,10
ring-theory.initial-rings,ms,10
synthetic-homotopy-theory.plus-principle,ms,10
structured-types.precomposition-pointed-maps,ms,10
category-theory.initial-objects-large-precategories,ms,10
structured-types.iterated-cartesian-products-types-equipped-with-endomorphisms,ms,10
orthogonal-factorization-systems.sigma-closed-reflective-subuniverses,ms,10
trees.full-binary-trees,ms,10
